Âðåìÿ, [ñ];Ug, [êÂ];Pg, [ÌÂò];Qg, [ÌÂàð];Fg, [Ãö];Uf, [Â];If, [À]
187.84;209.9946301;319.8158557;307.3557388;49.99991608;0.52623868;0.521517038
187.86;209.9944446;319.8145047;307.3509632;49.99991608;0.525556386;0.521508515
187.88;209.9941966;319.8124899;307.34393;49.99991608;0.526419342;0.521504223
187.9;209.9940072;319.8111048;307.3386634;49.99991608;0.525895894;0.521506727
187.92;209.993863;319.8100635;307.3346073;49.99991608;0.526416063;0.521503925
187.94;209.9937049;319.8087777;307.3301451;49.99991608;0.525865853;0.521505058
187.96;209.9934977;319.8071318;307.3243468;49.99991608;0.525922596;0.521497011
187.98;209.9933399;319.8059406;307.3198717;49.99991989;0.526330709;0.521503091
188;209.9931904;319.8046972;307.3155852;49.99991608;0.526050746;0.52149725
188.02;209.9930561;319.8036397;307.3109756;49.99990845;0.526099324;0.521496832
188.04;209.9932797;319.8060289;307.3160205;49.99990845;0.527682185;0.521518528
188.06;209.9939255;319.8120379;307.3344195;49.99991989;0.527142942;0.521548033
188.08;209.9946413;319.8178629;307.3555155;49.99992371;0.526800871;0.521553993
188.1;209.9951587;319.8217047;307.3705937;49.99991989;0.52641058;0.521550953
188.12;209.9954833;319.8239885;307.38008;49.99991989;0.52641809;0.521546125
188.14;209.9957586;319.8259493;307.3876364;49.99991989;0.526547134;0.521546125
188.16;209.9960829;319.8283162;307.3957548;49.99991608;0.526463687;0.521552086
188.18;209.9964482;319.8312028;307.4055706;49.99991989;0.526551962;0.521553218
188.2;209.9966827;319.832942;307.4137029;49.99993134;0.5264557;0.52155745
188.22;209.9964246;319.830198;307.4088099;49.99992752;0.52476269;0.52152431
188.24;209.9956931;319.8234964;307.3879872;49.99991226;0.52506721;0.521497011
188.26;209.9949495;319.8173761;307.3652795;49.99991226;0.525870979;0.52148813
188.28;209.9946035;319.8150493;307.35453;49.99991608;0.526798725;0.521505117
188.3;209.9945988;319.8157197;307.3547586;49.99991989;0.526537061;0.521519363
188.32;209.9945344;319.8154399;307.353683;49.99991608;0.525693297;0.521515489
188.34;209.994223;319.8127791;307.3452713;49.99991608;0.525704682;0.521500826
188.36;209.9939578;319.8105952;307.3372265;49.99991608;0.526370764;0.521502256
188.38;209.9938722;319.8100849;307.3345484;49.99991608;0.526280522;0.521511137
188.4;209.9937229;319.8089483;307.3307489;49.99991608;0.525741279;0.521501899
188.42;209.9935246;319.8073831;307.3252789;49.99991608;0.526458025;0.521499395
188.44;209.9933665;319.8061019;307.3206624;49.99991989;0.525903106;0.521502078
188.46;209.9931591;319.80427;307.3142887;49.99991608;0.525946856;0.521494746
188.48;209.9931612;319.8045197;307.3131957;49.99990845;0.527106404;0.521505892
188.5;209.9936503;319.8094069;307.3265136;49.99991226;0.527611554;0.521536946
188.52;209.9943672;319.815763;307.3476977;49.99992371;0.526933193;0.521552622
188.54;209.9949701;319.820402;307.3654117;49.99992371;0.526614606;0.521552384
188.56;209.9953886;319.8232849;307.3771911;49.99991989;0.526254058;0.521550059
188.58;209.9956864;319.8254076;307.3855022;49.99991989;0.526483595;0.521546423
188.6;209.9959795;319.8275161;307.3931948;49.99991989;0.526666164;0.521548986
188.62;209.9963219;319.8301571;307.4020656;49.99991608;0.526576996;0.521552682
188.64;209.996678;319.8330354;307.4123749;49.99992371;0.526693225;0.52155602
188.66;209.9966946;319.8327917;307.415075;49.99993134;0.524587035;0.5215469
188.68;209.9960988;319.8270764;307.3998751;49.99991989;0.525068521;0.521507084
188.7;209.9953147;319.8202043;307.3763522;49.99991226;0.525714874;0.521489084
188.72;209.9948557;319.8168647;307.3620195;49.99991608;0.52664119;0.521502137
188.74;209.9947522;319.8167406;307.3591622;49.99991608;0.526550829;0.521516621
188.76;209.9946564;319.8162075;307.3569081;49.99991608;0.525603354;0.521516442
188.78;209.9943992;319.8140509;307.3497815;49.99991608;0.525963843;0.521502793
188.8;209.9941832;319.8123688;307.3435448;49.99991608;0.526281238;0.521508574
188.82;209.9940479;319.8113612;307.3394599;49.99991608;0.526149869;0.521507919
188.84;209.9938582;319.809883;307.3342688;49.99991608;0.526038289;0.521501184
188.86;209.9936553;319.8083186;307.3288055;49.99991608;0.526011169;0.521502674
188.88;209.9934841;319.8070047;307.323968;49.99991989;0.525914848;0.521500885
188.9;209.9933396;319.8057712;307.3196847;49.99991989;0.526473284;0.521499515
188.92;209.9932;319.8047035;307.3153284;49.99991226;0.525893033;0.521501601
188.94;209.9932335;319.8054035;307.3153161;49.99990463;0.527257264;0.521504581
188.96;209.993727;319.8101297;307.3286015;49.99991608;0.527434111;0.521540642
188.98;209.9944572;319.8164389;307.3501318;49.99992371;0.526875734;0.521553278
189;209.9950644;319.8210756;307.3679905;49.99992371;0.526542366;0.521553934
189.02;209.9954654;319.8238715;307.3794418;49.99991989;0.526385903;0.521548808
189.04;209.9957497;319.8258395;307.3873169;49.99991608;0.526486158;0.521546543
189.06;209.9960427;319.8280124;307.3949003;49.99991608;0.526518464;0.521550715
189.08;209.9964029;319.8308969;307.4045553;49.99991989;0.526570082;0.521553218
189.1;209.9966366;319.832662;307.4126395;49.99993134;0.526683033;0.521556258
189.12;209.9963612;319.8297305;307.4071813;49.99992752;0.524517417;0.521522224
189.14;209.9956803;319.8234305;307.3875446;49.99991226;0.525607944;0.521500409
189.16;209.9950537;319.8182783;307.368096;49.99991226;0.525824785;0.521494567
189.18;209.9947296;319.8162077;307.3585585;49.99991608;0.526631773;0.521506667
189.2;209.9946344;319.815893;307.3560131;49.99991608;0.526239455;0.521517158
189.22;209.9944578;319.8145588;307.3512901;49.99991608;0.525710166;0.521507502
189.24;209.9942147;319.8125765;307.3443434;49.99991608;0.52642411;0.521504521
189.26;209.99403;319.8112669;307.3390759;49.99991608;0.525739133;0.521508217
189.28;209.9938763;319.8101815;307.3349957;49.99991608;0.526409745;0.521503925
189.3;209.9937094;319.8088653;307.3304736;49.99991608;0.525866091;0.521505117
189.32;209.9935065;319.8071622;307.324706;49.99991608;0.52606827;0.521495819
189.34;209.9933581;319.8060013;307.3202051;49.99991989;0.526332498;0.52150321
189.36;209.9932041;319.8047832;307.3159427;49.99991608;0.525907576;0.52149868
189.38;209.9930698;319.803712;307.3113689;49.99990845;0.52609992;0.521497011
189.4;209.9932887;319.8061416;307.3163794;49.99990845;0.527682424;0.521518707
189.42;209.9939345;319.8121292;307.3348006;49.99991989;0.527299881;0.521546841
189.44;209.9946503;319.8179542;307.3558965;49.99992371;0.526801109;0.521554112
189.46;209.9951722;319.8218044;307.3710012;49.99991989;0.526257515;0.521552324
189.48;209.9955059;319.824108;307.3804943;49.99991989;0.526418388;0.521546245
189.5;209.9957811;319.8260871;307.3880316;49.99991989;0.526543915;0.521546304
189.52;209.9961011;319.8284471;307.3961007;49.99991608;0.526614904;0.521550834
189.54;209.9964574;319.8312849;307.4058329;49.99991989;0.526553571;0.521553218
189.56;209.9966917;319.8330181;307.4140143;49.99993134;0.526305676;0.521558881
189.58;209.9964336;319.8303243;307.409176;49.99992752;0.524766505;0.521524608
189.6;209.9957066;319.8236586;307.3884792;49.99991226;0.52506578;0.521497309
189.62;209.994972;319.8175109;307.3658063;49.99991226;0.526010036;0.521487057
189.64;209.9946215;319.8152031;307.3550018;49.99991608;0.526798308;0.521505237
189.66;209.9946169;319.8158582;307.3552889;49.99991989;0.526392996;0.521520972
189.68;209.994557;319.815605;307.3542635;49.99991608;0.525687337;0.521515787
189.7;209.9942546;319.8129443;307.3457724;49.99991608;0.525700748;0.521500885
189.72;209.9939849;319.8107536;307.3376781;49.99991608;0.526517689;0.521500945
189.74;209.9938855;319.8102212;307.3349605;49.99991608;0.526282012;0.521511316
189.76;209.9937363;319.8091045;307.3311618;49.99991608;0.525592983;0.521503329
189.78;209.9935471;319.8075118;307.3257264;49.99991608;0.526458621;0.521499574
189.8;209.9933891;319.8062229;307.3211392;49.99991989;0.525903225;0.521502256
189.82;209.9931728;319.8043681;307.3147616;49.99991608;0.526090324;0.521493614
189.84;209.9931747;319.8046544;307.3136308;49.99990845;0.527106524;0.521506071
189.86;209.9936639;319.8095402;307.3269717;49.99991226;0.527454913;0.521538496
189.88;209.994385;319.8158681;307.3481776;49.99992371;0.526933491;0.521552801
189.9;209.9949881;319.8204948;307.3659043;49.99992371;0.526614785;0.521552563
189.92;209.9954023;319.8234059;307.3776619;49.99991989;0.526407242;0.521548986
189.94;209.9957045;319.8255232;307.3859921;49.99991989;0.526483953;0.521546543
189.96;209.9959975;319.8276607;307.3936761;49.99991989;0.526512325;0.521550477
189.98;209.9963401;319.8302635;307.4025224;49.99991608;0.526567161;0.521552801
190;209.9966868;319.8330703;307.4127079;49.99992371;0.526687205;0.521555841
190.02;209.9966992;319.8327939;307.4152786;49.99993134;0.524745762;0.521545768
190.04;209.9961168;319.8271298;307.4000669;49.99991989;0.52507329;0.521507144
190.06;209.9953282;319.8202873;307.3765847;49.99991226;0.525582254;0.521490574
190.08;209.9948737;319.8169911;307.3624343;49.99991608;0.526505172;0.521503985
190.1;209.9947747;319.8168829;307.3597451;49.99991608;0.526545167;0.521517038
190.12;209.9946836;319.8163414;307.3575134;49.99991608;0.525748968;0.521515429
190.14;209.9944219;319.8141947;307.350384;49.99991608;0.525968671;0.521502972
190.16;209.9942058;319.8125218;307.3441378;49.99991608;0.526282012;0.521508873
190.18;209.9940613;319.8114762;307.3400653;49.99991608;0.525996149;0.521509409
190.2;209.9938717;319.8100436;307.3348265;49.99991608;0.526037216;0.521501422
190.22;209.9936734;319.8084678;307.3293888;49.99991608;0.526156485;0.521501601
190.24;209.9935021;319.8071569;307.3245055;49.99991608;0.525914729;0.521501064
190.26;209.993353;319.8059549;307.3201973;49.99991989;0.526473165;0.521499693
190.28;209.9932225;319.8048276;307.3158875;49.99991226;0.525740802;0.521503031
190.3;209.993256;319.8055444;307.3158364;49.99990463;0.527257919;0.52150476
190.32;209.9937451;319.8102713;307.3291287;49.99991608;0.527597487;0.521539509
190.34;209.994475;319.8166201;307.3507459;49.99992371;0.526875496;0.521553576
190.36;209.9950914;319.8212659;307.368644;49.99991989;0.526539862;0.521554172
190.38;209.9954833;319.8240801;307.3800702;49.99991989;0.526231408;0.521550238
190.4;209.9957586;319.8260285;307.387853;49.99991989;0.526485324;0.521546662
190.42;209.9960562;319.8281516;307.3954374;49.99991608;0.526672781;0.521549582
190.44;209.9964346;319.8310695;307.4051553;49.99991989;0.526576459;0.521553457
190.46;209.9966638;319.8328491;307.4132961;49.99993134;0.526684642;0.521556616
190.48;209.9963882;319.8299224;307.4078118;49.99992752;0.524366975;0.521523476
190.5;209.995694;319.823556;307.3881174;49.99991226;0.525605679;0.521500409
190.52;209.9950718;319.8183985;307.3686026;49.99991226;0.525967777;0.521493316
190.54;209.994752;319.8163577;307.3590266;49.99991608;0.526633084;0.521506786
190.56;209.9946525;319.8160726;307.356479;49.99991608;0.526240051;0.521517336
190.58;209.9944714;319.8147301;307.3517726;49.99991608;0.525567412;0.521508932
190.6;209.9942283;319.8127494;307.3449311;49.99991608;0.526425958;0.521504879
190.62;209.9940479;319.8113886;307.3397305;49.99991608;0.525888979;0.521507263
190.64;209.993908;319.8103513;307.3356415;49.99991608;0.526407421;0.521504164
190.66;209.993741;319.8090595;307.3310514;49.99991608;0.525864899;0.521505237
190.68;209.9935335;319.8073359;307.3252274;49.99991608;0.525924623;0.52149725
190.7;209.9933759;319.8061735;307.3207005;49.99991989;0.526332557;0.521503389
190.72;209.9932221;319.8049416;307.316431;49.99991608;0.52605176;0.521497607
190.74;209.9930834;319.8038589;307.311834;49.99990845;0.526099741;0.52149719
190.76;209.9933113;319.8062869;307.3168735;49.99990845;0.527682662;0.521518886
190.78;209.9939571;319.8123006;307.335332;49.99991989;0.527148962;0.52154845
190.8;209.9946638;319.8181515;307.3564589;49.99992371;0.526801109;0.52155441
190.82;209.9951949;319.8219726;307.3716211;49.99991989;0.526408434;0.521551311
190.84;209.9955284;319.8242808;307.3810881;49.99991989;0.526416421;0.521546423
190.86;209.9958037;319.8262446;307.388556;49.99991608;0.526543081;0.521546423
190.88;209.9961145;319.8285864;307.3965951;49.99991608;0.526463509;0.521552265
190.9;209.9964842;319.8314813;307.4064374;49.99991989;0.52656424;0.521553636
190.92;209.9967188;319.8332174;307.4147011;49.99993134;0.526458979;0.521557987
190.94;209.9964607;319.8304855;307.409881;49.99992752;0.52475965;0.521524787
190.96;209.9957336;319.823797;307.3890585;49.99991226;0.525063634;0.521497369
190.98;209.99499;319.8176829;307.3663017;49.99991226;0.52586931;0.521488428
191;209.9946305;319.8153279;307.3555189;49.99991608;0.526798546;0.521505415
191.02;209.9946258;319.8159693;307.3557135;49.99991989;0.526537538;0.521519661
191.04;209.994575;319.8157146;307.3546743;49.99991608;0.525693715;0.521515846
191.06;209.9942726;319.8130539;307.346226;49.99991608;0.525704622;0.521501184
191.08;209.9939984;319.8108791;307.3381654;49.99991608;0.526370525;0.521502554
191.1;209.9938992;319.8103193;307.3354763;49.99991608;0.526280463;0.521511495
191.12;209.99375;319.8092194;307.3316389;49.99991608;0.52574116;0.521502256
191.14;209.9935607;319.8076297;307.3262003;49.99991608;0.526458085;0.521499753
191.16;209.9933981;319.8063401;307.3215574;49.99991989;0.525903106;0.521502376
191.18;209.9931818;319.8044853;307.3151798;49.99991608;0.525946796;0.521495044
191.2;209.9931927;319.8047595;307.3140678;49.99990845;0.527106702;0.52150625
191.22;209.9936864;319.8096521;307.3273725;49.99991226;0.527611852;0.521537244
191.24;209.9944076;319.8159861;307.3485721;49.99992371;0.526933551;0.52155298
191.26;209.995006;319.8206228;307.3662962;49.99992371;0.526614726;0.521552682
191.28;209.9954202;319.8235338;307.3780538;49.99991989;0.526254058;0.521550357
191.3;209.995718;319.8256153;307.3863862;49.99991989;0.526483774;0.521546721
191.32;209.9960111;319.8277375;307.3940859;49.99991989;0.526666403;0.521549284
191.34;209.9963491;319.8303686;307.4029106;49.99991608;0.526573598;0.52155298
191.36;209.9967048;319.8332043;307.413179;49.99992371;0.52668941;0.521556139
191.38;209.9967128;319.8329559;307.4158562;49.99993134;0.524594367;0.521547198
191.4;209.996126;319.8272773;307.4007099;49.99991989;0.525071084;0.521507442
191.42;209.9953462;319.8204654;307.377202;49.99991226;0.525718033;0.521489501
191.44;209.9948919;319.8171097;307.3630066;49.99991608;0.526651144;0.521502733
191.46;209.9947881;319.8170192;307.3602427;49.99991608;0.526544213;0.521517158
191.48;209.9946925;319.8164769;307.3579126;49.99991608;0.525597036;0.52151674
191.5;209.99444;319.8143302;307.3508321;49.99991608;0.52597481;0.52150315
191.52;209.9942195;319.812661;307.3446323;49.99991608;0.526283681;0.521509171
191.54;209.9940703;319.8116436;307.3406234;49.99991608;0.526146472;0.521508396
191.56;209.9938943;319.8102058;307.3353673;49.99991608;0.526034474;0.521501541
191.58;209.9936959;319.8086193;307.3298767;49.99991608;0.526009023;0.521502972
191.6;209.9935156;319.8072461;307.3249882;49.99991989;0.525914013;0.521501184
191.62;209.9933666;319.8060392;307.3206632;49.99991989;0.526472986;0.521499753
191.64;209.9932315;319.8049464;307.3162828;49.99991226;0.525892854;0.521501899
191.66;209.993274;319.8056311;307.3162497;49.99990463;0.527257562;0.521504879
191.68;209.9937587;319.8103648;307.3295425;49.99991608;0.527439892;0.521541059
191.7;209.9944931;319.816681;307.3511649;49.99992371;0.526875496;0.521553695
191.72;209.9951005;319.8213708;307.3689893;49.99991989;0.526539505;0.521554291
191.74;209.9954968;319.8241675;307.3804049;49.99991989;0.526383698;0.521549106
191.76;209.9957766;319.8261136;307.3882038;49.99991989;0.526485205;0.521546781
191.78;209.9960696;319.8282545;307.3957135;49.99991608;0.526518226;0.521550953
191.8;209.996439;319.8311434;307.405434;49.99991989;0.526579857;0.521553516
191.82;209.9966727;319.8329678;307.4136487;49.99993134;0.526688755;0.521556854
191.84;209.9964018;319.8300463;307.4082367;49.99992752;0.524507761;0.521522641
191.86;209.9957165;319.8236861;307.388542;49.99991226;0.525602996;0.521500587
191.88;209.9950899;319.8185096;307.3689906;49.99991226;0.52582407;0.521494746
191.9;209.9947701;319.8164277;307.3594361;49.99991608;0.526632428;0.521506906
191.92;209.994666;319.8161328;307.3568424;49.99991608;0.526239812;0.521517456
191.94;209.9944894;319.8148077;307.3520673;49.99991608;0.525706351;0.52150774
191.96;209.9942326;319.8127958;307.3450247;49.99991608;0.52641964;0.521504641
191.98;209.9940479;319.8114099;307.3397511;49.99991608;0.525740266;0.521508336
192;209.9939035;319.8103337;307.3356247;49.99991608;0.526411891;0.521504104
192.02;209.9937408;319.8090488;307.3310838;49.99991608;0.525867403;0.521505356
192.04;209.9935335;319.8073618;307.3253072;49.99991608;0.526068807;0.521496117
192.06;209.9933759;319.8062024;307.32082;49.99991989;0.526332617;0.521503448
192.08;209.9932222;319.8049523;307.3165695;49.99991608;0.525907636;0.521498919
192.1;209.9930969;319.803881;307.3120018;49.99990845;0.526099801;0.52149725
192.12;209.9933112;319.8063266;307.3170033;49.99990845;0.527682364;0.521518946
192.14;209.9939615;319.812318;307.3354343;49.99991989;0.5273;0.521547079
192.16;209.9946728;319.8181529;307.3565275;49.99992371;0.526801169;0.521554351
192.18;209.9951993;319.8219916;307.3716151;49.99991989;0.526257575;0.521552563
192.2;209.9955329;319.8242801;307.3811241;49.99991989;0.526418507;0.521546483
192.22;209.9958037;319.826243;307.3886644;49.99991608;0.52654767;0.521546543
192.24;209.9961145;319.8286168;307.3967771;49.99991608;0.526618779;0.521551192
192.26;209.9964844;319.8314706;307.4065552;49.99992371;0.52654624;0.521553457
192.28;209.9967143;319.8331922;307.414628;49.99993134;0.526296914;0.52155894
192.3;209.9964518;319.8304154;307.4096913;49.99992752;0.524765134;0.521524608
192.32;209.9957292;319.8237781;307.3888935;49.99991226;0.525069118;0.521497369
192.34;209.9949945;319.8176273;307.3662666;49.99991226;0.526013017;0.521487236
192.36;209.994635;319.8153166;307.3555017;49.99991608;0.526799858;0.521505475
192.38;209.9946303;319.8160234;307.3557777;49.99991989;0.526393533;0.521521211
192.4;209.994566;319.8157374;307.3547513;49.99991608;0.525687397;0.521515965
192.42;209.9942682;319.8130682;307.3463254;49.99991608;0.525700867;0.521501124
192.44;209.9940031;319.8108767;307.3382243;49.99991608;0.526517868;0.521501184
192.46;209.9939127;319.8103536;307.335546;49.99991608;0.526282191;0.521511495
192.48;209.993759;319.8092696;307.3316995;49.99991608;0.525593221;0.521503508
192.5;209.9935652;319.8076579;307.3262701;49.99991608;0.526458681;0.521499813
192.52;209.9934026;319.8063638;307.3216534;49.99991989;0.525903106;0.521502435
192.54;209.9931861;319.8045;307.3152855;49.99991608;0.526090205;0.521493793
192.56;209.9931882;319.8048075;307.3141323;49.99990845;0.527106822;0.52150625
192.58;209.9936819;319.8096725;307.3275084;49.99991226;0.527455091;0.521538675
192.6;209.9944031;319.8160311;307.3486826;49.99992371;0.52693373;0.52155298
192.62;209.9950107;319.8206677;307.3664127;49.99992371;0.526614904;0.521552742
192.64;209.9954202;319.8235459;307.3781693;49.99991989;0.526407242;0.521549165
192.66;209.995718;319.8256685;307.3864803;49.99991989;0.526483595;0.521546781
192.68;209.9960154;319.8277931;307.3941701;49.99991608;0.526512206;0.521550655
192.7;209.9963535;319.8303967;307.4030232;49.99991608;0.526570976;0.52155298
192.72;209.996714;319.8332636;307.4132727;49.99992371;0.526691914;0.521556199
192.74;209.9967219;319.832994;307.4159722;49.99993134;0.52475071;0.521546245
192.76;209.9961304;319.8272932;307.4008352;49.99991989;0.525070906;0.521507561
192.78;209.9953507;319.8205042;307.3773677;49.99991226;0.525578022;0.521490812
192.8;209.994901;319.8171538;307.363159;49.99991608;0.526650846;0.521502733
192.82;209.9947973;319.8170572;307.3603587;49.99991608;0.526544154;0.521517158
192.84;209.9947016;319.816518;307.3580683;49.99991608;0.52574873;0.521515548
192.86;209.9944445;319.8143537;307.3509709;49.99991608;0.525975049;0.52150321
192.88;209.994224;319.812712;307.3447852;49.99991608;0.526129246;0.521510482
192.9;209.9940748;319.811684;307.3407234;49.99991608;0.526146293;0.521508455
192.92;209.9938943;319.8102163;307.3355058;49.99991608;0.526034296;0.521501601
192.94;209.9936914;319.8086353;307.3299958;49.99991608;0.526154697;0.52150172
192.96;209.9935201;319.8072818;307.3251143;49.99991989;0.525914013;0.521501184
192.98;209.9933712;319.8060888;307.3207537;49.99991989;0.526326358;0.521501124
193;209.993227;319.8049485;307.3163948;49.99991226;0.525892913;0.521501958
193.02;209.9932786;319.805702;307.3163606;49.99990463;0.527257562;0.521504879
193.04;209.9937631;319.8104052;307.3296425;49.99991608;0.52759707;0.521539688
193.06;209.9944931;319.8167633;307.3512074;49.99992371;0.526875377;0.521553755
193.08;209.995105;319.8213777;307.3691242;49.99991989;0.526385009;0.521555543
193.1;209.9954968;319.8241858;307.380514;49.99991989;0.526383638;0.521549165
193.12;209.9957811;319.8261372;307.3883426;49.99991989;0.526485205;0.521546841
193.14;209.9960788;319.8282802;307.395885;49.99991608;0.526672542;0.521549702
193.16;209.9964482;319.8311768;307.4055763;49.99991989;0.526576221;0.521553576
193.18;209.9966819;319.8329754;307.413711;49.99993134;0.526530445;0.521558046
193.2;209.9964016;319.8300404;307.4082858;49.99992752;0.524515152;0.521522641
193.22;209.9957208;319.8237387;307.3886293;49.99991226;0.5256055;0.521500707
193.24;209.9950898;319.8185599;307.3691306;49.99991226;0.525965154;0.521493554
193.26;209.9947656;319.816491;307.3595273;49.99991608;0.526630878;0.521506965
193.28;209.994666;319.816148;307.3569547;49.99991608;0.526083887;0.521518767
193.3;209.9944851;319.8148024;307.3522087;49.99991608;0.525706351;0.52150774
193.32;209.9942326;319.812808;307.3451403;49.99991608;0.52641964;0.5215047
193.34;209.9940478;319.8114084;307.3398596;49.99991608;0.525892198;0.521507144
193.36;209.9939081;319.8103939;307.3357254;49.99991608;0.52641207;0.521504164
193.38;209.9937455;319.8090846;307.33121;49.99991608;0.52571553;0.521506608
193.4;209.9935334;319.8074029;307.325414;49.99991608;0.526068628;0.521496117
193.42;209.9933805;319.8062092;307.3209549;49.99991989;0.526332378;0.521503508
193.44;209.9932312;319.8049568;307.3166777;49.99991608;0.526051581;0.521497726
193.46;209.9931014;319.8039381;307.3121057;49.99990845;0.526099801;0.52149725
193.48;209.9933248;319.8063623;307.3171354;49.99990845;0.527529836;0.521520436
193.5;209.993966;319.8123187;307.3355327;49.99991989;0.527300239;0.521547079
193.52;209.9946728;319.8181757;307.3566106;49.99992371;0.526801229;0.52155441
193.54;209.9951949;319.8219816;307.3717398;49.99991989;0.526410878;0.521551371
193.56;209.9955286;319.8242883;307.3812297;49.99991989;0.526418388;0.521546483
193.58;209.9958082;319.8263002;307.3887254;49.99991608;0.526391208;0.521547794
193.6;209.9961145;319.828632;307.396804;49.99991608;0.526614845;0.521551073
193.62;209.9964842;319.8314934;307.4065957;49.99991989;0.526560009;0.521553576
193.64;209.9967141;319.8332273;307.4147839;49.99993134;0.526460528;0.521557987
193.66;209.9964652;319.8305382;307.4099254;49.99992752;0.524762392;0.521524787
193.68;209.9957337;319.823858;307.3891232;49.99991226;0.524919629;0.521498621
193.7;209.9950034;319.8177126;307.3665258;49.99991226;0.526017249;0.521487355
193.72;209.9946531;319.8154094;307.3557805;49.99991608;0.526792228;0.521505594
193.74;209.9946439;319.8160515;307.3559392;49.99991989;0.526533186;0.521519661
193.76;209.9945752;319.8157206;307.3548389;49.99991608;0.525693953;0.521515846
193.78;209.9942681;319.8130927;307.3463429;49.99991608;0.525558114;0.521502435
193.8;209.9939984;319.810911;307.3383245;49.99991608;0.526518524;0.521501303
193.82;209.9939082;319.8103725;307.335662;49.99991608;0.52628088;0.521511555
193.84;209.993768;319.8092924;307.3318313;49.99991608;0.525741279;0.521502316
193.86;209.9935697;319.8076663;307.3263819;49.99991608;0.526458085;0.521499813
193.88;209.9933982;319.8063629;307.3217686;49.99991989;0.525751173;0.521503687
193.9;209.9931907;319.8045205;307.3154274;49.99991608;0.526090264;0.521493852
193.92;209.9931973;319.8048243;307.3142705;49.99990845;0.527106464;0.52150631
193.94;209.9936909;319.8097137;307.3275785;49.99991226;0.527611852;0.521537304
193.96;209.9944122;319.8160371;307.3487678;49.99991989;0.526933551;0.52155304
193.98;209.9950241;319.8207035;307.3665022;49.99992371;0.526460946;0.521554053
194;209.9954292;319.8235733;307.3782324;49.99991989;0.526406765;0.521549165
194.02;209.9957225;319.8256967;307.3865074;49.99991989;0.526477516;0.521546662
194.04;209.9960111;319.8277512;307.3941358;49.99991989;0.526666403;0.521549225
194.06;209.9963491;319.8303517;307.4029922;49.99991608;0.526579559;0.52155298
194.08;209.9967094;319.8332248;307.4133209;49.99992371;0.526540875;0.521557689
194.1;209.9967264;319.8330146;307.4160287;49.99993134;0.524743319;0.521546245
194.12;209.9961348;319.827326;307.4008362;49.99991989;0.52506882;0.521507442
194.14;209.9953507;319.8204722;307.3773369;49.99991226;0.525719166;0.521489501
194.16;209.9948962;319.8171592;307.3630971;49.99991608;0.526652575;0.521502733
194.18;209.9948016;319.8170794;307.3603495;49.99991608;0.526395202;0.521518528
194.2;209.9946924;319.8164921;307.3580677;49.99991608;0.525748551;0.521515608
194.22;209.9944353;319.8143446;307.3509315;49.99991608;0.525968552;0.52150315
194.24;209.9942238;319.8126815;307.3446887;49.99991608;0.526281893;0.521509051
194.26;209.9940793;319.8116375;307.3406359;49.99991608;0.526148438;0.521508336
194.28;209.9938854;319.8101569;307.3353692;49.99991608;0.525892973;0.521502852
194.3;209.9936916;319.8086078;307.3298962;49.99991608;0.526156247;0.52150178
194.32;209.9935246;319.8072735;307.3250513;49.99991989;0.525914431;0.521501243
194.34;209.9933668;319.8060559;307.3207526;49.99991989;0.526472986;0.521499813
194.36;209.9932315;319.8049448;307.3163912;49.99991226;0.525892913;0.521501958
194.38;209.9932785;319.8056716;307.3163496;49.99990463;0.527112722;0.52150631
194.4;209.9937676;319.810409;307.3296522;49.99991608;0.527597427;0.521539688
194.42;209.9944976;319.8167305;307.3512553;49.99992371;0.526875615;0.521553755
194.44;209.9951095;319.8213784;307.3691372;49.99991989;0.526539803;0.521554351
194.46;209.995506;319.8241629;307.3805653;49.99991989;0.5263834;0.521549165
194.48;209.9957768;319.8261243;307.3882996;49.99991608;0.526326478;0.521547973
194.5;209.9960696;319.8282605;307.39575;49.99991608;0.526672304;0.521549582
194.52;209.9964437;319.8311548;307.4054573;49.99991989;0.526582122;0.521553516
194.54;209.9966864;319.8329671;307.4136907;49.99993134;0.526691198;0.521556914
194.56;209.9964063;319.8300884;307.4083136;49.99992752;0.524515152;0.52152282
194.58;209.9957255;319.8237302;307.3887373;49.99991226;0.525454223;0.521502018
194.6;209.9950942;319.8185987;307.3691681;49.99991226;0.525963604;0.521493554
194.62;209.9947745;319.8164986;307.3595897;49.99991608;0.526630402;0.521506965
194.64;209.9946661;319.8161768;307.3569886;49.99991608;0.526239216;0.521517456
194.66;209.9944894;319.8148367;307.3522295;49.99991608;0.525710046;0.5215078
194.68;209.9942461;319.8128468;307.3452692;49.99991608;0.526277483;0.52150619
194.7;209.994057;319.8114952;307.3400102;49.99991608;0.525890768;0.521507323
194.72;209.993908;319.8103999;307.3359327;49.99991608;0.526409447;0.521504223
194.74;209.9937455;319.8091089;307.3313554;49.99991608;0.525865793;0.521505356
194.76;209.9935383;319.807434;307.3255232;49.99991608;0.526067972;0.521496117
194.78;209.9933895;319.8062702;307.3210685;49.99991989;0.526177466;0.521504819
194.8;209.9932312;319.8050208;307.3167821;49.99991608;0.526051521;0.521497726
194.82;209.9930969;319.803951;307.3121852;49.99990845;0.526099741;0.521497309
194.84;209.9933204;319.8063646;307.3172047;49.99990845;0.527682304;0.521519005
